Type                                  Module                      Label             Process   
vector<L1CaloRegion>                  "gctDigis"                  ""                "Demo"    
vector<L1GctEmCand>                   "caloStage1LegacyFormatDigis"   "isoEm"           "Demo"    
vector<L1GctEmCand>                   "gctDigis"                  "isoEm"           "Demo"    
vector<L1GctEmCand>                   "caloStage1LegacyFormatDigis"   "nonIsoEm"        "Demo"    
vector<L1GctEmCand>                   "gctDigis"                  "nonIsoEm"        "Demo"    
vector<L1GctEtHad>                    "caloStage1LegacyFormatDigis"   ""                "Demo"    
vector<L1GctEtHad>                    "gctDigis"                  ""                "Demo"    
vector<L1GctEtMiss>                   "caloStage1LegacyFormatDigis"   ""                "Demo"    
vector<L1GctEtMiss>                   "gctDigis"                  ""                "Demo"    
vector<L1GctEtTotal>                  "caloStage1LegacyFormatDigis"   ""                "Demo"    
vector<L1GctEtTotal>                  "gctDigis"                  ""                "Demo"    
vector<L1GctFibreWord>                "gctDigis"                  ""                "Demo"    
vector<L1GctHFBitCounts>              "caloStage1LegacyFormatDigis"   ""                "Demo"    
vector<L1GctHFBitCounts>              "gctDigis"                  ""                "Demo"    
vector<L1GctHFRingEtSums>             "caloStage1LegacyFormatDigis"   ""                "Demo"    
vector<L1GctHFRingEtSums>             "gctDigis"                  ""                "Demo"    
vector<L1GctHtMiss>                   "caloStage1LegacyFormatDigis"   ""                "Demo"    
vector<L1GctHtMiss>                   "gctDigis"                  ""                "Demo"    
vector<L1GctInternEmCand>             "gctDigis"                  ""                "Demo"    
vector<L1GctInternEtSum>              "caloStage1LegacyFormatDigis"   ""                "Demo"    
vector<L1GctInternEtSum>              "gctDigis"                  ""                "Demo"    
vector<L1GctInternHFData>             "gctDigis"                  ""                "Demo"    
vector<L1GctInternHtMiss>             "caloStage1LegacyFormatDigis"   ""                "Demo"    
vector<L1GctInternHtMiss>             "gctDigis"                  ""                "Demo"    
vector<L1GctInternJetData>            "caloStage1LegacyFormatDigis"   ""                "Demo"    
vector<L1GctInternJetData>            "gctDigis"                  ""                "Demo"    
vector<L1GctJetCand>                  "caloStage1LegacyFormatDigis"   "cenJets"         "Demo"    
vector<L1GctJetCand>                  "gctDigis"                  "cenJets"         "Demo"    
vector<L1GctJetCand>                  "caloStage1LegacyFormatDigis"   "forJets"         "Demo"    
vector<L1GctJetCand>                  "gctDigis"                  "forJets"         "Demo"    
vector<L1GctJetCand>                  "caloStage1LegacyFormatDigis"   "isoTauJets"      "Demo"    
vector<L1GctJetCand>                  "caloStage1LegacyFormatDigis"   "tauJets"         "Demo"    
vector<L1GctJetCand>                  "gctDigis"                  "tauJets"         "Demo"    
vector<L1GctJetCounts>                "gctDigis"                  ""                "Demo"    
vector<L1MuGMTCand>                   "gtDigis"                   ""                "Demo"    
vector<L1MuRegionalCand>              "gtDigis"                   "CSC"             "Demo"    
vector<L1MuRegionalCand>              "gtDigis"                   "DT"              "Demo"    
vector<L1MuRegionalCand>              "gtDigis"                   "RPCb"            "Demo"    
vector<L1MuRegionalCand>              "gtDigis"                   "RPCf"            "Demo"    
vector<L1TriggerError>                "gctDigis"                  ""                "Demo"    
vector<L1TriggerScalers>              "scalersRawToDigi"          ""                "Demo"    
vector<Level1TriggerScalers>          "scalersRawToDigi"          ""                "Demo"    
vector<LumiScalers>                   "scalersRawToDigi"          ""                "Demo"    
vector<TICLCandidate>                 "ticlCandidateFromTracksters"   ""                "Demo"    
vector<TICLSeedingRegion>             "ticlSeedingGlobal"         ""                "Demo"    
vector<TICLSeedingRegion>             "ticlSeedingTrk"            ""                "Demo"    
vector<TotemFEDInfo>                  "ctppsDiamondRawToDigi"     "TimingDiamond"   "Demo"    
vector<TotemFEDInfo>                  "totemTimingRawToDigi"      "TotemTiming"     "Demo"    
vector<TotemFEDInfo>                  "totemRPRawToDigi"          "TrackingStrip"   "Demo"    
vector<TrackCandidate>                "convTrackCandidates"       ""                "Demo"    
vector<TrackCandidate>                "cosmicsVetoTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "detachedQuadStepTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "electronCkfTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "electronCkfTrackCandidatesFromMultiCl"   ""                "Demo"    
vector<TrackCandidate>                "highPtTripletStepTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "initialStepTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "lowPtGsfEleCkfTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "lowPtQuadStepTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "lowPtTripletStepTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "muonSeededTrackCandidatesInOut"   ""                "Demo"    
vector<TrackCandidate>                "muonSeededTrackCandidatesOutIn"   ""                "Demo"    
vector<TrackCandidate>                "muonSeededTrackCandidatesOutInDisplaced"   ""                "Demo"    
vector<TrackCandidate>                "pixelPairStepTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "uncleanedOnlyElectronCkfTrackCandidates"   ""                "Demo"    
vector<TrackCandidate>                "duplicateDisplacedTrackCandidates"   "candidates"      "Demo"    
vector<TrackCandidate>                "duplicateTrackCandidates"   "candidates"      "Demo"    
vector<TrackCandidate>                "conversionTrackCandidates"   "inOutTracksFromConversions"   "Demo"    
vector<TrackCandidate>                "uncleanedOnlyConversionTrackCandidates"   "inOutTracksFromConversions"   "Demo"    
vector<TrackCandidate>                "conversionTrackCandidates"   "outInTracksFromConversions"   "Demo"    
vector<TrackCandidate>                "uncleanedOnlyConversionTrackCandidates"   "outInTracksFromConversions"   "Demo"    
vector<TrajectorySeed>                "CosmicMuonSeed"            ""                "Demo"    
vector<TrajectorySeed>                "ancientMuonSeed"           ""                "Demo"    
vector<TrajectorySeed>                "cosmicsVetoSeeds"          ""                "Demo"    
vector<TrajectorySeed>                "detachedQuadStepSeeds"     ""                "Demo"    
vector<TrajectorySeed>                "displacedMuonSeeds"        ""                "Demo"    
vector<TrajectorySeed>                "highPtTripletStepSeeds"    ""                "Demo"    
vector<TrajectorySeed>                "initialStepSeeds"          ""                "Demo"    
vector<TrajectorySeed>                "lowPtQuadStepSeeds"        ""                "Demo"    
vector<TrajectorySeed>                "lowPtTripletStepSeeds"     ""                "Demo"    
vector<TrajectorySeed>                "muonSeededSeedsInOut"      ""                "Demo"    
vector<TrajectorySeed>                "muonSeededSeedsOutIn"      ""                "Demo"    
vector<TrajectorySeed>                "muonSeededSeedsOutInDisplaced"   ""                "Demo"    
vector<TrajectorySeed>                "newCombinedSeeds"          ""                "Demo"    
vector<TrajectorySeed>                "pixelPairStepSeeds"        ""                "Demo"    
vector<TrajectorySeed>                "tripletElectronSeeds"      ""                "Demo"    
vector<TrajectorySeed>                "photonConvTrajSeedFromSingleLeg"   "convSeedCandidates"   "Demo"    
vector<double>                        "myHoverE"                  "HoverE"          "Demo"    
vector<double>                        "ak4CaloJets"               "rhos"            "Demo"    
vector<double>                        "ak4CaloJetsForTrk"         "rhos"            "Demo"    
vector<double>                        "ak4PFJets"                 "rhos"            "Demo"    
vector<double>                        "ak4PFJetsCHS"              "rhos"            "Demo"    
vector<double>                        "ak4PFJetsPuppi"            "rhos"            "Demo"    
vector<double>                        "ak4TrackJets"              "rhos"            "Demo"    
vector<double>                        "ak8PFJetsPuppi"            "rhos"            "Demo"    
vector<double>                        "ak8PFJetsPuppiSoftDrop"    "rhos"            "Demo"    
vector<double>                        "ak4CaloJets"               "sigmas"          "Demo"    
vector<double>                        "ak4CaloJetsForTrk"         "sigmas"          "Demo"    
vector<double>                        "ak4PFJets"                 "sigmas"          "Demo"    
vector<double>                        "ak4PFJetsCHS"              "sigmas"          "Demo"    
vector<double>                        "ak4PFJetsPuppi"            "sigmas"          "Demo"    
vector<double>                        "ak4TrackJets"              "sigmas"          "Demo"    
vector<double>                        "ak8PFJetsPuppi"            "sigmas"          "Demo"    
vector<double>                        "ak8PFJetsPuppiSoftDrop"    "sigmas"          "Demo"    
vector<edm::ErrorSummaryEntry>        "logErrorHarvester"         ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowPtrs"          ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowTmpPtrs"       ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfAllChargedHadrons"       ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfAllChargedParticles"     ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfAllNeutralHadrons"       ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfAllNeutralHadronsAndPhotons"   ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfAllPhotons"              ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfNoPileUp"                ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfNoPileUpCandidates"      ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfNoPileUpIso"             ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfNoPileUpJME"             ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfPileUp"                  ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfPileUpAllChargedParticles"   ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfPileUpIso"               ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfPileUpJME"               ""                "Demo"    
vector<edm::FwdPtr<reco::PFCandidate> >    "ak8PFJetsPuppiConstituents"   "constituents"    "Demo"    
vector<float>                         "ticlTrackstersEM"          ""                "Demo"    
vector<float>                         "ticlTrackstersHAD"         ""                "Demo"    
vector<float>                         "ticlTrackstersMIP"         ""                "Demo"    
vector<float>                         "ticlTrackstersTrk"         ""                "Demo"    
vector<float>                         "filteredLayerClustersEM"   "EM"              "Demo"    
vector<float>                         "filteredLayerClustersHAD"   "HAD"             "Demo"    
vector<float>                         "hgcalLayerClusters"        "InitialLayerClustersMask"   "Demo"    
vector<float>                         "filteredLayerClustersMIP"   "MIP"             "Demo"    
vector<float>                         "convStepSelector"          "MVAValues"       "Demo"    
vector<float>                         "conversionStepTracks"      "MVAValues"       "Demo"    
vector<float>                         "detachedQuadStep"          "MVAValues"       "Demo"    
vector<float>                         "detachedQuadStepSelector"   "MVAValues"       "Demo"    
vector<float>                         "displacedTracks"           "MVAValues"       "Demo"    
vector<float>                         "duplicateDisplacedTrackClassifier"   "MVAValues"       "Demo"    
vector<float>                         "duplicateTrackClassifier"   "MVAValues"       "Demo"    
vector<float>                         "earlyGeneralTracks"        "MVAValues"       "Demo"    
vector<float>                         "generalTracks"             "MVAValues"       "Demo"    
vector<float>                         "highPtTripletStepSelector"   "MVAValues"       "Demo"    
vector<float>                         "initialStepSelector"       "MVAValues"       "Demo"    
vector<float>                         "lowPtQuadStepSelector"     "MVAValues"       "Demo"    
vector<float>                         "lowPtTripletStepSelector"   "MVAValues"       "Demo"    
vector<float>                         "muonSeededTracksInOutSelector"   "MVAValues"       "Demo"    
vector<float>                         "muonSeededTracksOutInDisplacedClassifier"   "MVAValues"       "Demo"    
vector<float>                         "muonSeededTracksOutInSelector"   "MVAValues"       "Demo"    
vector<float>                         "pixelPairStepSelector"     "MVAValues"       "Demo"    
vector<float>                         "preDuplicateMergingDisplacedTracks"   "MVAValues"       "Demo"    
vector<float>                         "preDuplicateMergingGeneralTracks"   "MVAValues"       "Demo"    
vector<float>                         "filteredLayerClustersTrk"   "Trk"             "Demo"    
vector<int>                           "convStepTracks"            ""                "Demo"    
vector<int>                           "cosmicsVetoTracksRaw"      ""                "Demo"    
